Ruta,Territorio,Subdireccion,Zona,Sucursal,Marca,Base,Unidad de Negocio,País,Region,Sucursal Original,Nomenclatura
TORREON-P-R1,Norte,Norte,Torreon,Torreon Presico,Presico,Presico MX,Présico,México,México,Torreon Presico,P
TORREON-P-R2,Norte,Norte,Torreon,Torreon Presico,Presico,Presico MX,Présico,México,México,Torreon Presico,P
TORREON-P-R3,Norte,Norte,Torreon,Torreon Presico,Presico,Presico MX,Présico,México,México,Torreon Presico,P
TORREON-PU-R1,Norte,Norte,Torreon,Torreon PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Torreon PU,PU
TORREON-PU-R2,Norte,Norte,Torreon,Torreon PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Torreon PU,PU
TORREON-PU-R3,Norte,Norte,Torreon,Torreon PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Torreon PU,PU
RIO GRANDE-M-R1,Norte,Norte,Zacatecas,Rio Grande La Moderna M-PU,La Moderna,La Moderna,Présico,México,México,Rio Grande La Moderna,M
RIO GRANDE-M-R2,Norte,Norte,Zacatecas,Rio Grande La Moderna M-PU,La Moderna,La Moderna,Présico,México,México,Rio Grande La Moderna,M
RIO GRANDE-PU-R1,Norte,Norte,Zacatecas,Rio Grande La Moderna M-PU,La Moderna,Prestamos Unidos,Présico,México,México,Rio Grande La Moderna,PU
RIO GRANDE-PU-R2,Norte,Norte,Zacatecas,Rio Grande La Moderna M-PU,La Moderna,Prestamos Unidos,Présico,México,México,Rio Grande La Moderna,PU
ZACATECAS-C-R1,Norte,Norte,Zacatecas,Zacatecas La Casita,La Casita,La Casita,Présico,México,México,Zacatecas La Casita,C
ZACATECAS-C-R2,Norte,Norte,Zacatecas,Zacatecas La Casita,La Casita,La Casita,Présico,México,México,Zacatecas La Casita,C
ZACATECAS-LL-R1,Norte,Norte,Zacatecas,Zacatecas La Moderna LL-M,La Moderna,La Lupita,Présico,México,México,Zacatecas La Moderna,LL
ZACATECAS-M-R1,Norte,Norte,Zacatecas,Zacatecas La Moderna LL-M,La Moderna,La Moderna,Présico,México,México,Zacatecas La Moderna,M
ZACATECAS-M-R2,Norte,Norte,Zacatecas,Zacatecas La Moderna LL-M,La Moderna,La Moderna,Présico,México,México,Zacatecas La Moderna,M
ZACATECAS-M-R3,Norte,Norte,Zacatecas,Zacatecas La Moderna LL-M,La Moderna,La Moderna,Présico,México,México,Zacatecas La Moderna,M
ZACATECAS-P-R1,Norte,Norte,Zacatecas,Zacatecas Presico,Presico,Presico MX,Présico,México,México,Zacatecas Presico,P
ZACATECAS-P-R3,Norte,Norte,Zacatecas,Zacatecas Presico,Presico,Presico MX,Présico,México,México,Zacatecas Presico,P
ZACATECAS-P-R4,Norte,Norte,Zacatecas,Zacatecas Presico,Presico,Presico MX,Présico,México,México,Zacatecas Presico,P
ZACATECAS-P-R5,Norte,Norte,Zacatecas,Zacatecas Presico,Presico,Presico MX,Présico,México,México,Zacatecas Presico,P
ZACATECAS-PU-R1,Norte,Norte,Zacatecas,Zacatecas PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Zacatecas PU,PU
ZACATECAS-PU-R2,Norte,Norte,Zacatecas,Zacatecas PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Zacatecas PU,PU
ZACATECAS-PU-R3,Norte,Norte,Zacatecas,Zacatecas PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Zacatecas PU,PU
SAN JOSE DEL CABO-C-R1,Norte,Norte Pacifico,Cabo,San Jose Del Cabo La Casita C-LL,La Casita,La Casita,Présico,México,México,San Jose Del Cabo La Casita,C
SAN JOSE DEL CABO-C-R2,Norte,Norte Pacifico,Cabo,San Jose Del Cabo La Casita C-LL,La Casita,La Casita,Présico,México,México,San Jose Del Cabo La Casita,C
SAN JOSE DEL CABO-LL-R2,Norte,Norte Pacifico,Cabo,San Jose Del Cabo La Casita C-LL,La Casita,La Lupita,Présico,México,México,San Jose Del Cabo La Casita,LL
SAN JOSE DEL CABO-M-R1,Norte,Norte Pacifico,Cabo,San Jose Del Cabo La Moderna,La Moderna,La Moderna,Présico,México,México,San Jose Del Cabo La Moderna,M
SAN JOSE DEL CABO-M-R2,Norte,Norte Pacifico,Cabo,San Jose Del Cabo La Moderna,La Moderna,La Moderna,Présico,México,México,San Jose Del Cabo La Moderna,M
SAN JOSE DEL CABO-P-R1,Norte,Norte Pacifico,Cabo,San Jose Del Cabo Presico P-PU,Presico,Presico MX,Présico,México,México,San Jose Del Cabo Presico,P
SAN JOSE DEL CABO-PU-R1,Norte,Norte Pacifico,Cabo,San Jose Del Cabo Presico P-PU,Presico,Prestamos Unidos,Présico,México,México,San Jose Del Cabo Presico,PU
CABO SAN LUCAS-P-R1,Norte,Norte Pacifico,Cabo,San Lucas Presico,Presico,Presico MX,Présico,México,México,San Lucas Presico,P
CONSTITUCION-C-R1,Norte,Norte Pacifico,Ciudad Constitucion,Ciudad Constitucion La Casita C-LG,La Casita,La Casita,Présico,México,México,Ciudad Constitucion La Casita,C
CONSTITUCION-C-R2,Norte,Norte Pacifico,Ciudad Constitucion,Ciudad Constitucion La Casita C-LG,La Casita,La Casita,Présico,México,México,Ciudad Constitucion La Casita,C
CONSTITUCION-C-R3,Norte,Norte Pacifico,Ciudad Constitucion,Ciudad Constitucion La Casita C-LG,La Casita,La Casita,Présico,México,México,Ciudad Constitucion La Casita,C
CONSTITUCION-LG-R1,Norte,Norte Pacifico,Ciudad Constitucion,Ciudad Constitucion La Casita C-LG,La Casita,La Guerita,Présico,México,México,Ciudad Constitucion La Casita,LG
CONSTITUCION-LL-R1,Norte,Norte Pacifico,Ciudad Constitucion,Ciudad Constitucion La Moderna LL-M,La Moderna,La Lupita,Présico,México,México,Ciudad Constitucion La Moderna,LL
CONSTITUCION-LL-R2,Norte,Norte Pacifico,Ciudad Constitucion,Ciudad Constitucion La Moderna LL-M,La Moderna,La Lupita,Présico,México,México,Ciudad Constitucion La Moderna,LL
CONSTITUCION-M-R1,Norte,Norte Pacifico,Ciudad Constitucion,Ciudad Constitucion La Moderna LL-M,La Moderna,La Moderna,Présico,México,México,Ciudad Constitucion La Moderna,M
CONSTITUCION-M-R2,Norte,Norte Pacifico,Ciudad Constitucion,Ciudad Constitucion La Moderna LL-M,La Moderna,La Moderna,Présico,México,México,Ciudad Constitucion La Moderna,M
CONSTITUCION-P-R2,Norte,Norte Pacifico,Ciudad Constitucion,Ciudad Constitucion Presico P-PU,Presico,Presico MX,Présico,México,México,Ciudad Constitucion Presico,P
CONSTITUCION-P-R4,Norte,Norte Pacifico,Ciudad Constitucion,Ciudad Constitucion Presico P-PU,Presico,Presico MX,Présico,México,México,Ciudad Constitucion Presico,P
CONSTITUCION-PU-R1,Norte,Norte Pacifico,Ciudad Constitucion,Ciudad Constitucion Presico P-PU,Presico,Prestamos Unidos,Présico,México,México,Ciudad Constitucion Presico,PU
CONSTITUCION-PU-R2,Norte,Norte Pacifico,Ciudad Constitucion,Ciudad Constitucion Presico P-PU,Presico,Prestamos Unidos,Présico,México,México,Ciudad Constitucion Presico,PU
CONSTITUCION-PU-R3,Norte,Norte Pacifico,Ciudad Constitucion,Ciudad Constitucion Presico P-PU,Presico,Prestamos Unidos,Présico,México,México,Ciudad Constitucion Presico,PU
VIZCAINO-P-R1,Norte,Norte Pacifico,Ciudad Constitucion,Vizcaino Presico,Presico,Presico MX,Présico,México,México,Vizcaino Presico,P
VIZCAINO-P-R2,Norte,Norte Pacifico,Ciudad Constitucion,Vizcaino Presico,Presico,Presico MX,Présico,México,México,Vizcaino Presico,P
ENSENADA-C-R1,Norte,Norte Pacifico,Ensenada,Ensenada Presico C-M-P,Presico,La Casita,Présico,México,México,Ensenada Presico,C
ENSENADA-C-R2,Norte,Norte Pacifico,Ensenada,Ensenada Presico C-M-P,Presico,La Casita,Présico,México,México,Ensenada Presico,C
ENSENADA-M-R1,Norte,Norte Pacifico,Ensenada,Ensenada Presico C-M-P,Presico,La Moderna,Présico,México,México,Ensenada Presico,M
ENSENADA-M-R2,Norte,Norte Pacifico,Ensenada,Ensenada Presico C-M-P,Presico,La Moderna,Présico,México,México,Ensenada Presico,M
ENSENADA-P-R1,Norte,Norte Pacifico,Ensenada,Ensenada Presico C-M-P,Presico,Presico MX,Présico,México,México,Ensenada Presico,P
ENSENADA-P-R2,Norte,Norte Pacifico,Ensenada,Ensenada Presico C-M-P,Presico,Presico MX,Présico,México,México,Ensenada Presico,P
SAN QUINTIN-C-R1,Norte,Norte Pacifico,Ensenada,San Quintin Presico C-P,Presico,La Casita,Présico,México,México,San Quintin Presico,C
SAN QUINTIN-C-R2,Norte,Norte Pacifico,Ensenada,San Quintin Presico C-P,Presico,La Casita,Présico,México,México,San Quintin Presico,C
SAN QUINTIN-P-R1,Norte,Norte Pacifico,Ensenada,San Quintin Presico C-P,Presico,Presico MX,Présico,México,México,San Quintin Presico,P
SAN QUINTIN-P-R2,Norte,Norte Pacifico,Ensenada,San Quintin Presico C-P,Presico,Presico MX,Présico,México,México,San Quintin Presico,P
SAN QUINTIN-P-R3,Norte,Norte Pacifico,Ensenada,San Quintin Presico C-P,Presico,Presico MX,Présico,México,México,San Quintin Presico,P
TECATE-P-R1,Norte,Norte Pacifico,Ensenada,Tijuana La Moderna M-P,La Moderna,Presico MX,Présico,México,México,Tijuana La Moderna,P
TIJUANA-M-R1,Norte,Norte Pacifico,Ensenada,Tijuana La Moderna M-P,La Moderna,La Moderna,Présico,México,México,Tijuana La Moderna,M
TIJUANA-M-R2,Norte,Norte Pacifico,Ensenada,Tijuana La Moderna M-P,La Moderna,La Moderna,Présico,México,México,Tijuana La Moderna,M
MEXICALI-C-R1,Norte,Norte Pacifico,Mexicali,Mexicali La Casita C-LL,La Casita,La Casita,Présico,México,México,Mexicali La Casita,C
MEXICALI-C-R2,Norte,Norte Pacifico,Mexicali,Mexicali La Casita C-LL,La Casita,La Casita,Présico,México,México,Mexicali La Casita,C
MEXICALI-LL-R1,Norte,Norte Pacifico,Mexicali,Mexicali La Casita C-LL,La Casita,La Lupita,Présico,México,México,Mexicali La Casita,LL
MEXICALI-LL-R2,Norte,Norte Pacifico,Mexicali,Mexicali La Casita C-LL,La Casita,La Lupita,Présico,México,México,Mexicali La Casita,LL
MEXICALI-LG-R1,Norte,Norte Pacifico,Mexicali,Mexicali La Moderna LG-M,La Moderna,La Guerita,Présico,México,México,Mexicali La Moderna,LG
MEXICALI-LG-R2,Norte,Norte Pacifico,Mexicali,Mexicali La Moderna LG-M,La Moderna,La Guerita,Présico,México,México,Mexicali La Moderna,LG
MEXICALI-M-R1,Norte,Norte Pacifico,Mexicali,Mexicali La Moderna LG-M,La Moderna,La Moderna,Présico,México,México,Mexicali La Moderna,M
MEXICALI-M-R2,Norte,Norte Pacifico,Mexicali,Mexicali La Moderna LG-M,La Moderna,La Moderna,Présico,México,México,Mexicali La Moderna,M
MEXICALI-P-R1,Norte,Norte Pacifico,Mexicali,Mexicali Presico,Presico,Presico MX,Présico,México,México,Mexicali Presico,P
MEXICALI-P-R2,Norte,Norte Pacifico,Mexicali,Mexicali Presico,Presico,Presico MX,Présico,México,México,Mexicali Presico,P
MEXICALI-P-R3,Norte,Norte Pacifico,Mexicali,Mexicali Presico,Presico,Presico MX,Présico,México,México,Mexicali Presico,P
LA PAZ-C-R1,Norte,Norte Pacifico,Paz,La Paz La Casita C-LL-PU,La Casita,La Casita,Présico,México,México,La Paz La Casita,C
LA PAZ-C-R2,Norte,Norte Pacifico,Paz,La Paz La Casita C-LL-PU,La Casita,La Casita,Présico,México,México,La Paz La Casita,C
LA PAZ-LL-R1,Norte,Norte Pacifico,Paz,La Paz La Casita C-LL-PU,La Casita,La Lupita,Présico,México,México,La Paz La Casita,LL
LA PAZ-PU-R1,Norte,Norte Pacifico,Paz,La Paz La Casita C-LL-PU,La Casita,Prestamos Unidos,Présico,México,México,La Paz La Casita,PU
LA PAZ-PU-R2,Norte,Norte Pacifico,Paz,La Paz La Casita C-LL-PU,La Casita,Prestamos Unidos,Présico,México,México,La Paz La Casita,PU
LA PAZ-M-R1,Norte,Norte Pacifico,Paz,La Paz Presico M-P,Presico,La Moderna,Présico,México,México,La Paz Presico,M
LA PAZ-M-R2,Norte,Norte Pacifico,Paz,La Paz Presico M-P,Presico,La Moderna,Présico,México,México,La Paz Presico,M
LA PAZ-P-R1,Norte,Norte Pacifico,Paz,La Paz Presico M-P,Presico,Presico MX,Présico,México,México,La Paz Presico,P
LA PAZ-P-R3,Norte,Norte Pacifico,Paz,La Paz Presico M-P,Presico,Presico MX,Présico,México,México,La Paz Presico,P
SAN LUIS RIO COLORADO-C-R1,Norte,Norte Pacifico,San Luis Rio Colorado,San Luis Rio Colorado La Casita C-PU,La Casita,La Casita,Présico,México,México,San Luis Rio Colorado La Casita,C
SAN LUIS RIO COLORADO-C-R3,Norte,Norte Pacifico,San Luis Rio Colorado,San Luis Rio Colorado La Casita C-PU,La Casita,La Casita,Présico,México,México,San Luis Rio Colorado La Casita,C
SAN LUIS RIO COLORADO-PU-R1,Norte,Norte Pacifico,San Luis Rio Colorado,San Luis Rio Colorado La Casita C-PU,La Casita,Prestamos Unidos,Présico,México,México,San Luis Rio Colorado La Casita,PU
SAN LUIS RIO COLORADO-PU-R2,Norte,Norte Pacifico,San Luis Rio Colorado,San Luis Rio Colorado La Casita C-PU,La Casita,Prestamos Unidos,Présico,México,México,San Luis Rio Colorado La Casita,PU
SAN LUIS RIO COLORADO-PU-R3,Norte,Norte Pacifico,San Luis Rio Colorado,San Luis Rio Colorado La Casita C-PU,La Casita,Prestamos Unidos,Présico,México,México,San Luis Rio Colorado La Casita,PU
SAN LUIS RIO COLORADO-LL-R1,Norte,Norte Pacifico,San Luis Rio Colorado,San Luis Rio Colorado La Moderna LL-M,La Moderna,La Lupita,Présico,México,México,San Luis Rio Colorado La Moderna,LL
SAN LUIS RIO COLORADO-LL-R2,Norte,Norte Pacifico,San Luis Rio Colorado,San Luis Rio Colorado La Moderna LL-M,La Moderna,La Lupita,Présico,México,México,San Luis Rio Colorado La Moderna,LL
SAN LUIS RIO COLORADO-LL-R3,Norte,Norte Pacifico,San Luis Rio Colorado,San Luis Rio Colorado La Moderna LL-M,La Moderna,La Lupita,Présico,México,México,San Luis Rio Colorado La Moderna,LL
SAN LUIS RIO COLORADO-M-R1,Norte,Norte Pacifico,San Luis Rio Colorado,San Luis Rio Colorado La Moderna LL-M,La Moderna,La Moderna,Présico,México,México,San Luis Rio Colorado La Moderna,M
SAN LUIS RIO COLORADO-M-R2,Norte,Norte Pacifico,San Luis Rio Colorado,San Luis Rio Colorado La Moderna LL-M,La Moderna,La Moderna,Présico,México,México,San Luis Rio Colorado La Moderna,M
SAN LUIS RIO COLORADO-M-R3,Norte,Norte Pacifico,San Luis Rio Colorado,San Luis Rio Colorado La Moderna LL-M,La Moderna,La Moderna,Présico,México,México,San Luis Rio Colorado La Moderna,M
SAN LUIS RIO COLORADO-LG-R1,Norte,Norte Pacifico,San Luis Rio Colorado,San Luis Rio Colorado Presico LG-P,Presico,La Guerita,Présico,México,México,San Luis Rio Colorado Presico,LG
SAN LUIS RIO COLORADO-P-R1,Norte,Norte Pacifico,San Luis Rio Colorado,San Luis Rio Colorado Presico LG-P,Presico,Presico MX,Présico,México,México,San Luis Rio Colorado Presico,P
SAN LUIS RIO COLORADO-P-R2,Norte,Norte Pacifico,San Luis Rio Colorado,San Luis Rio Colorado Presico LG-P,Presico,Presico MX,Présico,México,México,San Luis Rio Colorado Presico,P
SAN LUIS RIO COLORADO-P-R3,Norte,Norte Pacifico,San Luis Rio Colorado,San Luis Rio Colorado Presico LG-P,Presico,Presico MX,Présico,México,México,San Luis Rio Colorado Presico,P
HERMOSILLO-LG-R1,Norte,Pacifico Norte,Hermosillo,Hermosillo La Moderna LG-M,La Moderna,La Guerita,Présico,México,México,Hermosillo La Moderna,LG
HERMOSILLO-M-R1,Norte,Pacifico Norte,Hermosillo,Hermosillo La Moderna LG-M,La Moderna,La Moderna,Présico,México,México,Hermosillo La Moderna,M
HERMOSILLO-M-R2,Norte,Pacifico Norte,Hermosillo,Hermosillo La Moderna LG-M,La Moderna,La Moderna,Présico,México,México,Hermosillo La Moderna,M
HERMOSILLO-C-R1,Norte,Pacifico Norte,Hermosillo,Hermosillo Presico C-LL-P,Presico,La Casita,Présico,México,México,Hermosillo Presico,C
HERMOSILLO-LL-R1,Norte,Pacifico Norte,Hermosillo,Hermosillo Presico C-LL-P,Presico,La Lupita,Présico,México,México,Hermosillo Presico,LL
HERMOSILLO-LL-R2,Norte,Pacifico Norte,Hermosillo,Hermosillo Presico C-LL-P,Presico,La Lupita,Présico,México,México,Hermosillo Presico,LL
HERMOSILLO-P-R1,Norte,Pacifico Norte,Hermosillo,Hermosillo Presico C-LL-P,Presico,Presico MX,Présico,México,México,Hermosillo Presico,P
HERMOSILLO-P-R3,Norte,Pacifico Norte,Hermosillo,Hermosillo Presico C-LL-P,Presico,Presico MX,Présico,México,México,Hermosillo Presico,P
NACOZARI-M-R1,Norte,Pacifico Norte,Nacozari,Nacozari La Moderna LG-LL-M,La Moderna,La Moderna,Présico,México,México,Nacozari La Moderna,M
NACOZARI-LL-R1,Norte,Pacifico Norte,Nacozari,Nacozari La Moderna LG-LL-M,La Moderna,La Lupita,Présico,México,México,Nacozari La Moderna,LL
NACOZARI-LG-R1,Norte,Pacifico Norte,Nacozari,Nacozari La Moderna LG-LL-M,La Moderna,La Guerita,Présico,México,México,Nacozari La Moderna,LG
MAGDALENA DE KINO-C-R1,Norte,Pacifico Norte,Magdalena,Magdalena De Kino La Casita C-M,La Casita,La Casita,Présico,México,México,Magdalena De Kino La Casita,C
MAGDALENA DE KINO-M-R1,Norte,Pacifico Norte,Magdalena,Magdalena De Kino La Casita C-M,La Casita,La Moderna,Présico,México,México,Magdalena De Kino La Casita,M
MAGDALENA DE KINO-M-R2,Norte,Pacifico Norte,Magdalena,Magdalena De Kino La Casita C-M,La Casita,La Moderna,Présico,México,México,Magdalena De Kino La Casita,M
MAGDALENA DE KINO-LG-R1,Norte,Pacifico Norte,Nacozari,Nacozari La Moderna LG-LL-M,Presico,La Guerita,Présico,México,México,Nacozari La Moderna,LG
MAGDALENA DE KINO-LL-R1,Norte,Pacifico Norte,Magdalena,Magdalena De Kino Presico LL-P,Presico,La Lupita,Présico,México,México,Magdalena De Kino Presico,LL
MAGDALENA DE KINO-LL-R2,Norte,Pacifico Norte,Magdalena,Magdalena De Kino Presico LL-P,Presico,La Lupita,Présico,México,México,Magdalena De Kino Presico,LL
MAGDALENA DE KINO-P-R1,Norte,Pacifico Norte,Magdalena,Magdalena De Kino Presico LL-P,Presico,Presico MX,Présico,México,México,Magdalena De Kino Presico,P
MAGDALENA DE KINO-P-R4,Norte,Pacifico Norte,Magdalena,Magdalena De Kino Presico LL-P,Presico,Presico MX,Présico,México,México,Magdalena De Kino Presico,P
NAVOJOA-C-R2,Norte,Pacifico Norte,Navojoa,Navojoa La Casita C-LG,La Casita,La Casita,Présico,México,México,Navojoa La Casita,C
NAVOJOA-C-R3,Norte,Pacifico Norte,Navojoa,Navojoa La Casita C-LG,La Casita,La Casita,Présico,México,México,Navojoa La Casita,C
NAVOJOA-C-R4,Norte,Pacifico Norte,Navojoa,Navojoa La Casita C-LG,La Casita,La Casita,Présico,México,México,Navojoa La Casita,C
NAVOJOA-C-R6,Norte,Pacifico Norte,Navojoa,Navojoa La Casita C-LG,La Casita,La Casita,Présico,México,México,Navojoa La Casita,C
NAVOJOA-LG-R1,Norte,Pacifico Norte,Navojoa,Navojoa La Casita C-LG,La Casita,La Guerita,Présico,México,México,Navojoa La Casita,LG
NAVOJOA-LG-R2,Norte,Pacifico Norte,Navojoa,Navojoa La Casita C-LG,La Casita,La Guerita,Présico,México,México,Navojoa La Casita,LG
NAVOJOA-LG-R3,Norte,Pacifico Norte,Navojoa,Navojoa La Casita C-LG,La Casita,La Guerita,Présico,México,México,Navojoa La Casita,LG
NAVOJOA-M-R1,Norte,Pacifico Norte,Navojoa,Navojoa La Moderna M-PU,La Moderna,La Moderna,Présico,México,México,Navojoa La Moderna,M
NAVOJOA-M-R2,Norte,Pacifico Norte,Navojoa,Navojoa La Moderna M-PU,La Moderna,La Moderna,Présico,México,México,Navojoa La Moderna,M
NAVOJOA-M-R3,Norte,Pacifico Norte,Navojoa,Navojoa La Moderna M-PU,La Moderna,La Moderna,Présico,México,México,Navojoa La Moderna,M
NAVOJOA-M-R4,Norte,Pacifico Norte,Navojoa,Navojoa La Moderna M-PU,La Moderna,La Moderna,Présico,México,México,Navojoa La Moderna,M
NAVOJOA-PU-R1,Norte,Pacifico Norte,Navojoa,Navojoa La Moderna M-PU,La Moderna,Prestamos Unidos,Présico,México,México,Navojoa La Moderna,PU
NAVOJOA-PU-R2,Norte,Pacifico Norte,Navojoa,Navojoa La Moderna M-PU,La Moderna,Prestamos Unidos,Présico,México,México,Navojoa La Moderna,PU
NAVOJOA-LL-R1,Norte,Pacifico Norte,Navojoa,Navojoa Presico LL-P,Presico,La Lupita,Présico,México,México,Navojoa Presico,LL
NAVOJOA-LL-R2,Norte,Pacifico Norte,Navojoa,Navojoa Presico LL-P,Presico,La Lupita,Présico,México,México,Navojoa Presico,LL
NAVOJOA-LL-R3,Norte,Pacifico Norte,Navojoa,Navojoa Presico LL-P,Presico,La Lupita,Présico,México,México,Navojoa Presico,LL
NAVOJOA-P-R1,Norte,Pacifico Norte,Navojoa,Navojoa Presico LL-P,Presico,Presico MX,Présico,México,México,Navojoa Presico,P
NAVOJOA-P-R2,Norte,Pacifico Norte,Navojoa,Navojoa Presico LL-P,Presico,Presico MX,Présico,México,México,Navojoa Presico,P
NAVOJOA-P-R3,Norte,Pacifico Norte,Navojoa,Navojoa Presico LL-P,Presico,Presico MX,Présico,México,México,Navojoa Presico,P
OBREGON-C-R4,Norte,Pacifico Norte,Obregon,Obregon La Casita C-PU,La Casita,La Casita,Présico,México,México,Obregon La Casita,C
OBREGON-C-R5,Norte,Pacifico Norte,Obregon,Obregon La Casita C-PU,La Casita,La Casita,Présico,México,México,Obregon La Casita,C
OBREGON-C-R6,Norte,Pacifico Norte,Obregon,Empalme C-LL,La Casita,La Casita,Présico,México,México,Empalme,C
OBREGON-C-R8,Norte,Pacifico Norte,Obregon,Obregon La Casita C-PU,La Casita,La Casita,Présico,México,México,Obregon La Casita,C
OBREGON-LG-R1,Norte,Pacifico Norte,Obregon,Obregon La Moderna LG-M,La Moderna,La Guerita,Présico,México,México,Obregon La Moderna,LG
OBREGON-LG-R2,Norte,Pacifico Norte,Obregon,Obregon La Moderna LG-M,La Moderna,La Guerita,Présico,México,México,Obregon La Moderna,LG
OBREGON-LG-R3,Norte,Pacifico Norte,Obregon,Obregon La Moderna LG-M,La Moderna,La Guerita,Présico,México,México,Obregon La Moderna,LG
OBREGON-M-R2,Norte,Pacifico Norte,Obregon,Obregon La Moderna LG-M,La Moderna,La Moderna,Présico,México,México,Obregon La Moderna,M
OBREGON-M-R3,Norte,Pacifico Norte,Obregon,Obregon La Moderna LG-M,La Moderna,La Moderna,Présico,México,México,Obregon La Moderna,M
OBREGON-LL-R1,Norte,Pacifico Norte,Obregon,Empalme C-LL,Presico,La Lupita,Présico,México,México,Empalme,LL
OBREGON-LL-R2,Norte,Pacifico Norte,Obregon,Obregon Presico LL-P,Presico,La Lupita,Présico,México,México,Obregon Presico,LL
OBREGON-LL-R3,Norte,Pacifico Norte,Obregon,Obregon Presico LL-P,Presico,La Lupita,Présico,México,México,Obregon Presico,LL
OBREGON-P-R3,Norte,Pacifico Norte,Obregon,Obregon Presico LL-P,Presico,Presico MX,Présico,México,México,Obregon Presico,P
OBREGON-P-R7,Norte,Pacifico Norte,Obregon,Obregon Presico LL-P,Presico,Presico MX,Présico,México,México,Obregon Presico,P
OBREGON-PU-R1,Norte,Pacifico Norte,Obregon,Obregon La Casita C-PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Obregon La Casita,PU
OBREGON-PU-R2,Norte,Pacifico Norte,Obregon,Obregon La Casita C-PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Obregon La Casita,PU
OBREGON-PU-R3,Norte,Pacifico Norte,Obregon,Obregon La Casita C-PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Obregon La Casita,PU
CULIACAN-C-R10,Norte,Pacifico Sur,Culiacan,Culiacan La Casita C-PU,La Casita,La Casita,Présico,México,México,Culiacan La Casita,C
CULIACAN-C-R12,Norte,Pacifico Sur,Culiacan,Culiacan La Casita C-PU,La Casita,La Casita,Présico,México,México,Culiacan La Casita,C
CULIACAN-C-R8,Norte,Pacifico Sur,Culiacan,Culiacan La Casita C-PU,La Casita,La Casita,Présico,México,México,Culiacan La Casita,C
CULIACAN-PU-R2,Norte,Pacifico Sur,Culiacan,Culiacan La Casita C-PU,La Casita,Prestamos Unidos,Présico,México,México,Culiacan La Casita,PU
CULIACAN-PU-R3,Norte,Pacifico Sur,Culiacan,Culiacan La Casita C-PU,La Casita,Prestamos Unidos,Présico,México,México,Culiacan La Casita,PU
CULIACAN-LG-R3,Norte,Pacifico Sur,Culiacan,Culiacan La Moderna LG-LL-M,La Moderna,La Guerita,Présico,México,México,Culiacan La Moderna,LG
CULIACAN-LL-R4,Norte,Pacifico Sur,Culiacan,Culiacan La Moderna LG-LL-M,La Moderna,La Lupita,Présico,México,México,Culiacan La Moderna,LL
CULIACAN-M-R2,Norte,Pacifico Sur,Culiacan,Culiacan La Moderna LG-LL-M,La Moderna,La Moderna,Présico,México,México,Culiacan La Moderna,M
CULIACAN-M-R3,Norte,Pacifico Sur,Culiacan,Culiacan La Moderna LG-LL-M,La Moderna,La Moderna,Présico,México,México,Culiacan La Moderna,M
CULIACAN-M-R6,Norte,Pacifico Sur,Culiacan,Culiacan La Moderna LG-LL-M,La Moderna,La Moderna,Présico,México,México,Culiacan La Moderna,M
CULIACAN-P-R1,Norte,Pacifico Sur,Culiacan,Culiacan Presico,Presico,Presico MX,Présico,México,México,Culiacan Presico,P
CULIACAN-P-R2,Norte,Pacifico Sur,Culiacan,Culiacan Presico,Presico,Presico MX,Présico,México,México,Culiacan Presico,P
CULIACAN-P-R9,Norte,Pacifico Sur,Culiacan,Culiacan Presico,Presico,Presico MX,Présico,México,México,Culiacan Presico,P
CULIACAN-P-R10,Norte,Pacifico Sur,Culiacan,Culiacan Presico,Presico,Presico MX,Présico,México,México,Culiacan Presico,P
MOCHIS-C-R2,Norte,Pacifico Sur,Mochis,Mochis La Casita C-LG,La Casita,La Casita,Présico,México,México,Mochis La Casita,C
MOCHIS-C-R3,Norte,Pacifico Sur,Mochis,Mochis La Casita C-LG,La Casita,La Casita,Présico,México,México,Mochis La Casita,C
MOCHIS-C-R9,Norte,Pacifico Sur,Mochis,Mochis La Casita C-LG,La Casita,La Casita,Présico,México,México,Mochis La Casita,C
MOCHIS-LG-R2,Norte,Pacifico Sur,Mochis,Mochis La Casita C-LG,La Casita,La Guerita,Présico,México,México,Mochis La Casita,LG
MOCHIS-LG-R3,Norte,Pacifico Sur,Mochis,Mochis La Casita C-LG,La Casita,La Guerita,Présico,México,México,Mochis La Casita,LG
MOCHIS-M-R1,Norte,Pacifico Sur,Mochis,Mochis La Moderna M-PU,La Moderna,La Moderna,Présico,México,México,Mochis La Moderna,M
MOCHIS-M-R2,Norte,Pacifico Sur,Mochis,Mochis La Moderna M-PU,La Moderna,La Moderna,Présico,México,México,Mochis La Moderna,M
MOCHIS-M-R4,Norte,Pacifico Sur,Mochis,Mochis La Moderna M-PU,La Moderna,La Moderna,Présico,México,México,Mochis La Moderna,M
